Number of Samples = 160
Time windows (ns) = 95.000000
Number of Traces = 180
Trace interval (m) = 0.343213
104.1234560000,30.6543217007,116.000000,0.00000000,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.02163982,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.04046402,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.03858311,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.01498561,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.00126464,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.01028874,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.05205979,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.00087627,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.00179410,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.00929693,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.00900485,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.00026408,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.00368139,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.02875728,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.03628784,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.02537187,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.00502269,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.01764181,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.02680828,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.02313676,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.05460948,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.15472443,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.15817274,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.10235243,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.35190091,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.23640980,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.05361494,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.11044540,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.04102358,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.03664559,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.05208439,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.02357692,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.03734368,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,-0.02517816,0.141959,2000.000000
104.1234560000,30.6543217007,116.000000,0.00667120,0.141959,2000.000000
